project_id,project_type,county,nca_contractor_grade,budget_ksh,planned_duration_days,completed_milestones_count,total_milestones_count,current_delay_days,delayed,cost_overrun_pct
PROJ-KE-0865,Commercial,Bungoma,NCA 2,40276656.26,249,15,15,53,1,24.4
PROJ-KE-0866,Commercial,Meru,NCA 3,327941474.57,353,7,9,41,1,21.48
PROJ-KE-0867,Residential,Kisumu,NCA 2,91017839.15,1028,0,6,69,0,1.02
PROJ-KE-0868,Residential,Kericho,NCA 7,34169721.55,1083,5,14,44,1,22.89
PROJ-KE-0869,Commercial,Nakuru,NCA 2,31373259.45,669,1,5,0,1,29.8
PROJ-KE-0870,Commercial,Laikipia,NCA 4,62524319.08,467,0,14,0,1,13.0
PROJ-KE-0871,Commercial,Kakamega,NCA 4,45262173.24,782,1,3,63,1,19.46
PROJ-KE-0872,Residential,Machakos,NCA 1,85799916.86,879,3,4,80,1,43.03
PROJ-KE-0873,Industrial,Machakos,NCA 5,99988314.69,348,4,14,0,0,0.55
PROJ-KE-0874,Residential,Kericho,NCA 5,931896875.17,201,9,13,0,0,0.73
PROJ-KE-0875,Infrastructure,Murang'a,NCA 4,188047863.22,96,3,5,13,1,20.06
PROJ-KE-0876,Commercial,Kericho,NCA 1,31503949.01,473,5,5,67,1,26.57
PROJ-KE-0877,Infrastructure,Machakos,NCA 1,1547281175.28,857,1,5,120,1,47.13
PROJ-KE-0878,Commercial,Machakos,NCA 1,42540952.47,177,1,9,48,1,25.81
PROJ-KE-0879,Infrastructure,Nairobi,NCA 1,127380719.31,859,0,3,71,1,29.26
PROJ-KE-0880,Civil Works,Kajiado,NCA 7,35150510.38,574,10,15,0,0,3.14
PROJ-KE-0881,Commercial,Nyeri,NCA 5,566115095.88,477,0,12,0,0,3.1
PROJ-KE-0882,Commercial,Murang'a,NCA 4,22843726.69,999,0,5,0,1,28.08
PROJ-KE-0883,Infrastructure,Kakamega,NCA 3,53095758.74,792,13,13,0,0,1.7
PROJ-KE-0884,Civil Works,Nyeri,NCA 1,85628809.26,916,5,14,0,0,1.38
PROJ-KE-0885,Infrastructure,Kisumu,NCA 2,427786528.67,1051,10,10,0,1,14.7
PROJ-KE-0886,Commercial,Kiambu,NCA 6,36176747.06,987,12,12,0,1,31.3
PROJ-KE-0887,Commercial,Bungoma,NCA 1,106293645.44,546,3,4,0,0,2.23
PROJ-KE-0888,Infrastructure,Kisumu,NCA 1,144964665.51,1041,6,8,0,0,1.41
PROJ-KE-0889,Residential,Nakuru,NCA 4,269011970.01,1034,10,11,0,1,33.77
PROJ-KE-0890,Industrial,Kisumu,NCA 4,291578364.32,476,11,14,0,0,2.66
PROJ-KE-0891,Residential,Kericho,NCA 5,119453109.09,179,0,4,80,1,43.93
PROJ-KE-0892,Infrastructure,Nakuru,NCA 3,223412244.93,479,11,12,12,0,0.38
PROJ-KE-0893,Residential,Kericho,NCA 2,71307053.55,463,4,15,0,0,0.57
PROJ-KE-0894,Residential,Bungoma,NCA 2,162568597.23,314,10,10,0,0,0.52
PROJ-KE-0895,Infrastructure,Mombasa,NCA 3,72486280.88,406,11,11,113,1,43.65
PROJ-KE-0896,Residential,Murang'a,NCA 1,28973362.02,919,2,8,0,0,3.56
PROJ-KE-0897,Infrastructure,Mombasa,NCA 6,159145760.01,834,4,9,0,0,0.0
PROJ-KE-0898,Civil Works,Murang'a,NCA 2,15209725.17,784,5,10,0,0,2.36
PROJ-KE-0899,Commercial,Uasin Gishu,NCA 4,64456236.7,421,1,15,0,0,0.78
PROJ-KE-0900,Commercial,Kiambu,NCA 2,29959186.88,584,2,7,107,1,16.0
PROJ-KE-0901,Infrastructure,Nakuru,NCA 4,15302506.8,969,3,5,0,0,2.47
PROJ-KE-0902,Industrial,Nakuru,NCA 2,6249986.98,210,10,11,60,1,43.0
PROJ-KE-0903,Residential,Murang'a,NCA 1,262439225.41,399,9,14,0,0,0.37
PROJ-KE-0904,Infrastructure,Kisumu,NCA 5,41711027.98,975,6,13,88,1,17.65
PROJ-KE-0905,Commercial,Kilifi,NCA 1,115176122.26,676,7,12,100,1,27.67
PROJ-KE-0906,Civil Works,Kericho,NCA 2,266401905.34,218,2,4,115,1,43.32
PROJ-KE-0907,Commercial,Laikipia,NCA 1,51829003.04,947,8,12,0,0,0.45
PROJ-KE-0908,Infrastructure,Nakuru,NCA 1,58585847.61,658,5,10,21,0,0.0
PROJ-KE-0909,Commercial,Kajiado,NCA 6,48981811.4,125,0,4,0,0,2.62
PROJ-KE-0910,Residential,Nairobi,NCA 1,1738676308.55,1016,9,15,0,0,0.0
PROJ-KE-0911,Infrastructure,Kakamega,NCA 4,184657556.71,612,5,6,109,1,20.58
PROJ-KE-0912,Industrial,Uasin Gishu,NCA 7,118576739.86,706,3,11,0,1,18.93
PROJ-KE-0913,Residential,Kajiado,NCA 2,731609142.96,1015,3,5,0,1,36.03
PROJ-KE-0914,Commercial,Uasin Gishu,NCA 1,58616228.84,840,3,7,0,0,0.36
PROJ-KE-0915,Residential,Machakos,NCA 2,918112084.44,534,0,9,0,1,13.17
PROJ-KE-0916,Commercial,Nakuru,NCA 4,44283623.86,181,5,8,0,0,2.83
PROJ-KE-0917,Commercial,Nakuru,NCA 2,596794188.22,1082,3,6,0,0,0.45
PROJ-KE-0918,Residential,Meru,NCA 3,130628785.83,447,9,14,0,0,0.0
PROJ-KE-0919,Industrial,Machakos,NCA 2,64216723.05,859,2,9,99,1,33.11
PROJ-KE-0920,Industrial,Murang'a,NCA 3,16158158.56,220,0,7,0,0,0.0
PROJ-KE-0921,Commercial,Kajiado,NCA 1,65656117.87,814,7,15,0,0,0.0
PROJ-KE-0922,Residential,Kakamega,NCA 5,207871943.46,604,4,7,0,0,0.89
PROJ-KE-0923,Industrial,Kilifi,NCA 2,672998054.87,506,10,15,0,0,0.8
PROJ-KE-0924,Commercial,Kisumu,NCA 1,75606736.78,148,2,4,0,0,1.34
PROJ-KE-0925,Civil Works,Kericho,NCA 4,195734032.03,599,10,11,0,0,2.97
PROJ-KE-0926,Residential,Uasin Gishu,NCA 6,32584740.92,853,3,3,0,1,29.39
PROJ-KE-0927,Civil Works,Mombasa,NCA 4,44100557.8,1077,5,5,0,1,10.77
PROJ-KE-0928,Residential,Kiambu,NCA 3,8144919.06,1065,3,3,0,1,16.15
PROJ-KE-0929,Infrastructure,Nakuru,NCA 2,1755199263.78,584,4,7,99,1,45.36
PROJ-KE-0930,Industrial,Mombasa,NCA 7,44856028.97,1003,7,12,5,1,17.18
PROJ-KE-0931,Commercial,Machakos,NCA 2,53171145.62,99,3,4,0,0,2.12
PROJ-KE-0932,Commercial,Nakuru,NCA 6,844054364.81,346,3,6,43,1,21.33
PROJ-KE-0933,Industrial,Kajiado,NCA 1,12915989.54,255,2,5,0,0,4.31
PROJ-KE-0934,Infrastructure,Nakuru,NCA 1,118548535.82,131,3,5,47,1,16.27
PROJ-KE-0935,Residential,Kajiado,NCA 1,71602994.13,590,7,11,0,0,0.0
PROJ-KE-0936,Infrastructure,Murang'a,NCA 3,839369782.53,488,0,5,0,0,1.41
PROJ-KE-0937,Commercial,Nairobi,NCA 5,59363575.14,332,2,3,81,1,22.65
PROJ-KE-0938,Residential,Kericho,NCA 1,30190351.98,246,8,14,40,0,0.0
PROJ-KE-0939,Civil Works,Kilifi,NCA 4,31720877.44,891,3,15,0,1,21.58
PROJ-KE-0940,Commercial,Kiambu,NCA 1,135736339.94,286,3,5,30,0,1.61
PROJ-KE-0941,Residential,Meru,NCA 4,133535416.03,1093,1,6,66,1,13.3
PROJ-KE-0942,Commercial,Kakamega,NCA 2,174287757.94,449,6,14,119,1,18.62
PROJ-KE-0943,Infrastructure,Uasin Gishu,NCA 2,119888905.26,376,1,12,37,1,18.74
PROJ-KE-0944,Commercial,Nairobi,NCA 4,75232225.62,878,2,5,108,1,33.25
PROJ-KE-0945,Residential,Kajiado,NCA 1,533254752.04,483,0,4,100,1,46.95
PROJ-KE-0946,Industrial,Uasin Gishu,NCA 1,87976226.83,546,0,4,0,0,0.34
PROJ-KE-0947,Residential,Uasin Gishu,NCA 3,154714578.73,518,11,11,117,1,41.76
PROJ-KE-0948,Infrastructure,Kakamega,NCA 6,17743169.29,1022,1,9,0,1,22.28
PROJ-KE-0949,Civil Works,Nairobi,NCA 1,67336266.36,386,0,3,0,0,0.35
PROJ-KE-0950,Residential,Kisumu,NCA 1,17021066.22,858,6,11,0,0,2.5
PROJ-KE-0951,Commercial,Nairobi,NCA 1,157100000.45,990,14,15,0,1,28.78
PROJ-KE-0952,Commercial,Kilifi,NCA 2,100921641.72,319,1,3,86,1,18.49
PROJ-KE-0953,Industrial,Kiambu,NCA 2,167164851.17,344,4,6,88,1,25.27
PROJ-KE-0954,Residential,Kakamega,NCA 2,1136182530.54,360,2,14,83,1,23.03
PROJ-KE-0955,Civil Works,Nairobi,NCA 5,196589325.96,270,0,7,0,1,37.3
PROJ-KE-0956,Infrastructure,Nakuru,NCA 4,36108494.85,353,10,13,0,0,1.64
PROJ-KE-0957,Commercial,Uasin Gishu,NCA 3,376980785.9,917,12,15,34,0,0.0
PROJ-KE-0958,Commercial,Laikipia,NCA 1,149113760.97,973,1,5,0,0,2.09
PROJ-KE-0959,Commercial,Meru,NCA 1,83157472.67,271,9,9,23,0,1.69
PROJ-KE-0960,Industrial,Murang'a,NCA 1,16099116.67,917,0,3,7,0,1.39
PROJ-KE-0961,Infrastructure,Mombasa,NCA 1,122840011.17,878,2,4,85,0,0.0
PROJ-KE-0962,Commercial,Nakuru,NCA 3,287482984.31,177,1,6,0,0,0.0
PROJ-KE-0963,Commercial,Nyeri,NCA 3,65629437.92,339,2,3,0,0,3.16
PROJ-KE-0964,Commercial,Meru,NCA 1,277133251.41,91,0,6,54,1,15.26
PROJ-KE-0965,Infrastructure,Kilifi,NCA 6,52049712.53,822,3,4,19,0,1.8
PROJ-KE-0966,Commercial,Kisumu,NCA 4,2101697852.72,211,1,8,0,0,0.63
PROJ-KE-0967,Residential,Machakos,NCA 4,307629269.29,398,4,12,18,1,15.75
PROJ-KE-0968,Residential,Kakamega,NCA 7,218933968.7,168,0,15,0,0,3.78
PROJ-KE-0969,Commercial,Kiambu,NCA 2,81316274.25,828,15,15,0,0,2.23
PROJ-KE-0970,Infrastructure,Kiambu,NCA 1,231463619.89,484,5,8,0,0,0.0
PROJ-KE-0971,Residential,Nyeri,NCA 1,157986609.04,1056,3,13,75,0,1.23
PROJ-KE-0972,Residential,Kilifi,NCA 2,36139360.03,681,7,15,0,0,1.21
PROJ-KE-0973,Civil Works,Nairobi,NCA 2,118512103.89,575,0,5,49,0,3.44
PROJ-KE-0974,Infrastructure,Kiambu,NCA 2,461995175.73,1085,3,9,33,1,10.14
PROJ-KE-0975,Commercial,Kiambu,NCA 2,2317205115.32,470,0,3,0,0,3.76
PROJ-KE-0976,Industrial,Nairobi,NCA 1,301013961.16,234,1,4,77,1,37.96
PROJ-KE-0977,Residential,Kiambu,NCA 4,36489817.94,805,7,7,48,0,1.94
PROJ-KE-0978,Commercial,Nakuru,NCA 1,135575997.48,859,4,5,55,0,2.32
PROJ-KE-0979,Industrial,Kajiado,NCA 6,22469949.21,603,3,7,25,1,19.96
PROJ-KE-0980,Civil Works,Uasin Gishu,NCA 2,182465436.24,147,3,6,100,1,17.55
PROJ-KE-0981,Infrastructure,Laikipia,NCA 2,84658577.19,747,6,9,107,1,24.61
PROJ-KE-0982,Commercial,Kakamega,NCA 4,269235391.01,956,0,8,25,1,27.2
PROJ-KE-0983,Infrastructure,Meru,NCA 1,96601666.3,296,0,13,15,0,0.92
PROJ-KE-0984,Residential,Laikipia,NCA 1,34775962.65,98,4,8,0,0,0.0
PROJ-KE-0985,Residential,Kakamega,NCA 8,108101831.67,809,1,13,119,1,43.55
PROJ-KE-0986,Commercial,Murang'a,NCA 3,62273054.58,979,2,3,92,0,1.92
PROJ-KE-0987,Commercial,Kilifi,NCA 6,200820674.03,877,2,14,0,0,0.0
PROJ-KE-0988,Residential,Nyeri,NCA 2,104208751.97,224,4,8,114,1,39.92
PROJ-KE-0989,Infrastructure,Kilifi,NCA 1,95442939.49,715,1,12,0,0,0.0
PROJ-KE-0990,Commercial,Nairobi,NCA 1,305398622.17,1082,2,15,0,0,0.32
PROJ-KE-0991,Commercial,Kisumu,NCA 2,132890573.73,462,1,8,95,1,30.12
PROJ-KE-0992,Commercial,Bungoma,NCA 4,43222318.46,233,4,4,0,0,2.13
PROJ-KE-0993,Residential,Kiambu,NCA 2,20282955.49,411,1,8,0,0,0.03
PROJ-KE-0994,Industrial,Mombasa,NCA 4,104533509.01,749,1,3,0,0,0.88
PROJ-KE-0995,Commercial,Murang'a,NCA 1,74276214.01,487,10,10,64,1,26.86
PROJ-KE-0996,Residential,Bungoma,NCA 1,138143138.91,1072,6,9,47,1,11.83
PROJ-KE-0997,Commercial,Laikipia,NCA 1,104807529.28,555,1,3,0,0,1.83
PROJ-KE-0998,Residential,Murang'a,NCA 1,209186143.6,917,6,8,0,0,2.21
PROJ-KE-0999,Commercial,Kericho,NCA 2,77830551.18,160,6,7,116,1,40.1
PROJ-KE-1000,Industrial,Uasin Gishu,NCA 4,94665783.54,184,5,9,0,0,0.91
